user_id,skill_id,question_id,answer_value,clip_file
user_2YHilZGojkikFERnY459iRn9PuH,5,25,Si,_8-wILtmEpCY3Q0UIpxy7.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,2,9,No,W1Lewl0FK0-ni9zYLwx-Y.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,2,10,Si,lBiV55IbsCPqanAkKMf64.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,2,8,Si,XyU8RfCz07-zcWPyY-aMA.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,2,12,Si,IR7luC4Tr8tCBxPI7nWWA.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,2,11,Si,N7X0W38DicKTOkgY7T_Dy.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,2,7,Si,TpupBWxHWU6eNhh75ylnq.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,3,14,Si,cH4ObcewdXJV-WYf2NeKw.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,3,17,Si,gJ_BmNvVguOeBBMZf4O0g.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,3,15,Si,qFbup58XHQMhJoO6jcNf0.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,3,16,Si,yBTibdnO2AiIh_snDjSnP.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,3,13,Si,FixRz2PvxFV1U_pd-ujqq.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,3,18,Si,xzsF8g23C-xeXe7J52Vg4.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,4,19,No,KHoQ9nQ4m6UJ8aN-4gyWV.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,4,23,Si,-9hcTEzCvB94QdTJESa6B.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,4,21,Si,8FtL-p4ynsaYoXCvYjsM-.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,4,20,Si,28u25jhcVn0JOMcltYBY3.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,4,24,Si,4RW26pCp83qHf00JNowcQ.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,4,22,Si,g-tzJZ3HYkegc0WaHK8KL.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,5,30,Si,6bfwvvHKvMENWOgtsi2op.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,5,25,Si,APZx2g-GFK_TNGBACjUy0.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,5,29,Si,FMM7uLP-CvxOFqlVLXp3Z.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,5,28,Si,wGrk1W9_Z2Ym0L7jD_Km0.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,5,27,No,58Z00j-4QQqLVnG6zOvbT.webm
user_2YHinVm5sgfrAIez5OAiXTnjO3Q,5,26,Si,fkvcH09Q5KTJv0-OQcqRq.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,1,2,No,2aaETpo0pKaM4FGMuKtd3.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,1,3,No,9o233hkIsFhu6vkVomqO_.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,1,4,No,PZaFZBs7bSaZDoS0muFlb.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,1,6,No,nuf3nyLc36_K-hZlV968y.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,1,5,Si,c7Swzm-1rNS1d4Wp8tZHx.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,1,1,Si,gm4_3GdhDKVtmDJ5krdUm.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,2,8,Si,-FDFLiygfwLS8C_vFyF0H.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,2,10,No,AzOQUfAs_HTIHvGkzuEaZ.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,2,9,No,wA_Bg9w4acH3YRgzO6fpm.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,2,11,Si,lTxRptz6fnQ_lv5y_qVVO.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,2,7,No,d1YsmnZt5GAzcH1dWUcBC.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,2,12,No,0EMFbxOQov-R45S0m6Y1h.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,3,18,Si,l0lBJ7PJuL9FJvcYwDkZL.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,3,17,Si,Tu-EnuTM6kqeIDZztKNYk.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,3,16,Si,X8TrQrBqyBg8xRdwyDamB.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,3,13,Si,LANPkFUz_fhyhPOiRVnto.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,3,14,No,_SUBRh5KbA2urHplkg-of.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,3,15,No,UqLpzVhnyuIqevog3EmZ5.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,4,19,No,LsHjHPJBFoEO13VrkRnyF.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,4,20,Si,kq_nHfgtC6G084Ke-uLtX.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,4,21,Si,gAjzzKAfcj7nfSEtEovYW.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,4,24,Si,IOiq0fBA_okTXJZ_IDG-J.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,4,23,Si,RC7bmPCFjcs-5T3CmgCrs.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,4,22,No,r1bOmGp1wizCa6_9uy02n.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,5,25,Si,YeiG7rHrgETd1ot5qWC4e.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,5,26,Si,3WgMR1ju2aWXVACMRBfpm.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,5,27,No,P8PIhWi6ZEjtgyDBv_Y36.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,5,30,Si,r2fGRd0qgajW-hJE0FEtR.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,5,29,No,Hmb_cwvvUZK6wpbkx4QB3.webm
user_2YHkyF95UjVZNVrFiCpxA5Fktxv,5,28,No,RIFThVR-8pBh-ZKWuLRjZ.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,1,3,No,Xbma2NajbXvDLYojArMwM.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,1,4,Si,WovOZc3VNXu2XWDvcj5ec.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,1,5,No,GeE31KDoZqsKNIaJrEn94.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,1,2,No,9iHmnKHePEDvHAcRYjkB0.webm
user_2YHwCfdnpsUrL5Nkvw4EFIbzyYm,1,2,No,KC5hEyzDkKZB37NgU6F_y.webm
user_2YHwCfdnpsUrL5Nkvw4EFIbzyYm,1,5,No,GWxT6wM3GkwLlKMjd3Sis.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,2,8,Si,mdYSSs3tN748vNppWpd_6.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,2,11,Si,6AUSVqnTuPgabMGWbVxSC.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,2,7,Si,yIjm3j4nq8N74jLy-oePf.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,2,9,No,P8KXpCAQReQB6Y8W1HQBR.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,2,10,No,q6VClVi7lLfL7BjYTHv9E.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,2,12,Si,0augonvAtaAs_mAlUvcjt.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,3,13,Si,RWm8u0JmmYjK8toVMpCWp.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,3,15,Si,jQ9o-ipEgFlywTdwR2rlp.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,3,14,Si,Y-VgW9PET35mb_4z0C17_.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,3,17,Si,ocjSi6OHRgNZ-akyalenV.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,3,18,Si,vh8BQtoHaT0zeDm2idKiB.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,3,16,Si,9CGOBiOWW_sbFxUk7grof.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,4,20,Si,9yOKH1ihOr2CTuaeJvtPH.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,4,19,No,oN8-kqrOP7o7B4hp4ACkN.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,4,21,Si,fX-pgN7kaHCs5SS79wfHs.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,4,23,Si,GJ0Rz_dGe1QdMCG537ZpD.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,4,22,Si,lT3IxwrssTdDs960il54o.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,4,24,Si,gVkAJoOUgCgUgrv0hDP3v.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,5,25,Si,zC87AltJX7SRlAlMr0mIY.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,5,26,No,r-dUK5xNWTqeIUyqO1eeF.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,5,30,Si,cGmON4umNpR_F4CYbrjIN.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,5,28,Si,jiD3CqlKZWjHHaDeAWSzp.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,5,29,Si,CxUCWT9HIsTfH2cHfrhO9.webm
user_2YHvRD9UODiEvb6JseiJlIRsyat,5,27,No,bI5udCFQfK8Y9Kk9pDpGA.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,4,19,No,SznKrsHRHv-h-XpLbt7S1.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,4,24,No,_HRaUCjFUmQqu9tUppCtJ.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,4,20,Si,CqfcHGRoPh96Ic_qCjY-S.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,4,23,Si,RFKXKP-j-QPUgAc_6dTkr.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,4,22,Si,jKBhJSwYNE7O7NtyJJX1V.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,4,21,Si,vesfHnMP13BXGjhUB1CRw.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,1,4,Si,EOlw-kZCyx9ZfuNW8FB06.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,1,5,Si,BrN-DY8FwDD2VDp9EAaTN.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,1,3,No,3GRXOkZ0RcuaSw3iNYU_w.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,1,6,No,xdsWWA-7lpM0bubFaATdF.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,1,2,No,VElYOuXCEwLpFrUU7HKxK.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,1,1,No,xKF1b8LzHIEgXfASB04yx.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,2,9,No,8BvSXZ4ORWCgBtYxbbgix.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,2,7,No,MlHVXf5x4InVlW7h3EJMX.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,2,11,Si,tTKKtK_4bdqKLZnf1qmG2.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,2,8,Si,4E3EJLGGleVpvjzBtEEXm.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,2,10,No,p_XqyzWrE1V1KWc-Ziqws.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,2,12,No,yCk2frewCQzRwY57G8aan.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,3,13,Si,bh_s7-sFk9XvJjxlVT2lZ.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,3,14,No,m2qebqQdYxYhkRU3xNxpe.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,3,15,Si,4Wo2znYuzWlXMdtJCPmKz.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,3,16,Si,b8XQWWqqKSvFEbMEIX2KI.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,3,17,Si,fWbXe7drd-dB-MHxs69x0.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,3,18,Si,edXGj1fZ14RZ83xchBqBO.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,5,30,No,IEmYy1qgOB51gcCl4QGiI.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,5,26,No,E_LOFffMZ7TDJa5riqWjw.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,5,27,Si,mfHxiLjy_Hj1IMbeXmZ1h.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,5,28,No,V3y8XRXqad-6yBkJ7UrTp.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,5,25,Si,x_-0doKSNOdWVjcB1m5PR.webm
user_2YJLCjDiAAX6AEwYkwVYxdvuYk8,5,29,Si,U-sin-v2wJ68AJG5kJONY.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,1,1,Si,eaOXbAJSTpg6ZDSMkwLTB.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,1,3,No,mhk4m3uJ_gGU8ocxJ9KFM.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,1,5,Si,pHdWlNU4uGA4AD54LzxnE.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,1,4,Si,QGJgAJSqphQdwl_5fSybT.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,1,2,No,4Pj8FaLQZJyFwzL-Tl0Hp.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,1,6,No,72MQtPPOhDNlthJSzusVU.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,2,11,No,ZBsKKAdpOi7_raybkbSEe.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,2,9,No,cUZFxkpqMzVrroR8T7UZo.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,2,8,Si,0cnuJ3oebJVlPh6rcVhxC.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,2,10,No,JRKMGTxU4H1GSkvAVBpvl.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,2,7,Si,r81x-qyBefhvK7xXE-4KN.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,2,12,No,WG3f_YzZKj4uh-yGXoKU5.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,3,14,No,YhzuO43V4uzG-RUU4RQWo.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,3,13,Si,MBaPPDvenhLK1wndGKSXk.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,3,18,Si,iF5QhqnmdI5C61TNZVoRp.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,3,15,Si,R3-u0MO-VF33WromLyDMG.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,3,16,Si,PBKIb3aX_v7vtc8A2oGCL.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,3,17,Si,27VPCWvN7o0WRQhO8cxmZ.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,4,19,No,0OVXBqimSRVcpBARR1s9H.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,4,24,Si,5k3y5YYeM8-pnw7RVenkk.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,4,21,Si,nfPtlW3rmhm_F-NJIIKfq.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,4,23,Si,qdyUDryafB42-OemXE_mD.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,4,22,Si,gw-dPbvnqgjJdC8nUaR5K.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,4,20,No,l1yAe7GMtYxXW8BEQg8hs.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,5,30,Si,5OWiVFBwVxCicf7WHWllj.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,5,25,Si,TaWejQHo_7YNmIJb6qoCU.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,5,28,No,e2O2zxVlvgwk4gQbC-oZq.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,5,27,No,Yk-iLDTIbF8LEwBtQpUHT.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,5,29,Si,OMBnJlTGM7L96g0ElS7Wu.webm
user_2YJTp3SpdWWzIO3dZrGgaf9e02b,5,26,Si,Jz37fWW9zb1aStIJtE5PI.webm
